ride_id,user_id,driver_id,vehicle_id,start_location,end_location,start_date,start_hour,end_date,end_hour,distance_km,fare_amount
274,3023,276,115,Nador (NDR),Selouane,2024-01-22,9,2024-01-22,9,14.99,59.46
275,7976,40,48,Agadir (AGA),Talborjt,2024-03-13,15,2024-03-13,15,21.06,80.71
276,5598,3,298,Nador (NDR),Selouane,2024-02-13,13,2024-02-13,13,12.48,50.68
277,2503,138,235,Fes (FEZ),Saiss district,2024-02-23,4,2024-02-23,4,5.87,27.54
278,5923,105,165,Agadir (AGA),Inezgane,2024-05-20,3,2024-05-20,4,20.63,79.2
279,5216,223,177,Oujda (OUD),Lazaret,2024-02-16,7,2024-02-16,8,14.21,56.74
280,8944,131,2,Fes (FEZ),Saiss district,2024-07-21,8,2024-07-21,8,5.61,26.64
281,9447,264,63,Rabat-Salé (RBA),Agdal,2024-09-21,12,2024-09-21,12,13.29,53.52
282,4433,85,70,Rabat-Salé (RBA),Hay Riad,2024-04-13,20,2024-04-13,20,17.89,69.62
283,1314,85,70,Dakhla (VIL),PK25,2024-04-16,11,2024-04-16,12,30.31,113.08
284,849,52,148,Agadir (AGA),Talborjt,2024-01-20,1,2024-01-20,1,22.59,86.06
285,8781,14,169,Marrakech (RAK),Medina,2024-05-12,12,2024-05-12,12,4.65,23.28
286,7487,78,215,Dakhla (VIL),PK25,2024-03-09,4,2024-03-09,5,29.87,111.54
287,2072,289,161,Casablanca (CMN),Anfa,2024-05-17,11,2024-05-17,12,30.08,112.28
288,5479,252,93,Oujda (OUD),Al Qods,2024-01-26,6,2024-01-26,6,15.28,60.48
289,7394,38,98,Tangier (TNG),Gzenaya,2024-02-06,23,2024-02-06,23,8.4,36.4
290,1012,158,91,Tangier (TNG),Port Tanger Ville,2024-08-03,2,2024-08-03,2,19.97,76.9
291,9443,71,167,Agadir (AGA),Taghazout,2024-08-03,12,2024-08-03,13,47.17,172.1
292,7674,116,45,Dakhla (VIL),PK25,2024-03-20,2,2024-03-20,3,26.91,101.18
293,8948,57,145,Rabat-Salé (RBA),Agdal,2024-03-07,18,2024-03-07,18,15.73,62.06
294,9505,272,10,Marrakech (RAK),Targa,2024-03-29,22,2024-03-29,22,9.61,40.64
295,606,260,201,Rabat-Salé (RBA),Temara,2024-06-05,13,2024-06-05,14,23.87,90.54
296,2132,118,134,Agadir (AGA),Taghazout,2024-09-09,5,2024-09-09,6,39.59,145.56
297,9721,20,293,Fes (FEZ),Ville Nouvelle,2024-04-02,12,2024-04-02,13,15.72,62.02
298,7255,270,114,Nador (NDR),Beni Ensar,2024-07-02,13,2024-07-02,14,31.34,116.69
299,4731,171,266,Oujda (OUD),Berkane,2024-08-23,5,2024-08-23,6,55.03,199.6
300,2070,206,101,Laayoune (EUN),Al Wahda,2024-04-15,6,2024-04-15,6,8.8,37.8
301,3078,223,177,Agadir (AGA),Taghazout,2024-01-23,11,2024-01-23,12,38.2,140.7
302,646,148,72,Tangier (TNG),Gzenaya,2024-03-28,15,2024-03-28,16,8.47,36.65
303,8336,151,37,Tangier (TNG),Malabata,2024-04-21,22,2024-04-21,23,15.59,61.56
304,7232,161,288,Tangier (TNG),Gzenaya,2024-05-17,16,2024-05-17,17,11.58,47.53
305,5677,235,233,Dakhla (VIL),PK25,2024-03-01,0,2024-03-01,1,31.81,118.34
306,89,294,102,Rabat-Salé (RBA),Hay Riad,2024-05-12,3,2024-05-12,4,13.25,53.38
307,8382,161,288,Dakhla (VIL),PK25,2024-07-05,14,2024-07-05,15,29.31,109.58
308,9371,121,198,Tangier (TNG),Malabata,2024-01-03,6,2024-01-03,7,15.66,61.81
309,2543,185,140,Laayoune (EUN),Foum El Oued,2024-06-01,17,2024-06-01,18,24.3,92.05
310,7948,156,106,Casablanca (CMN),Mohammedia,2024-09-11,15,2024-09-11,16,31.48,117.18
311,3273,90,9,Fes (FEZ),Ville Nouvelle,2024-05-07,3,2024-05-07,4,12.42,50.47
312,1164,241,289,Agadir (AGA),Ait Melloul,2024-01-22,12,2024-01-22,13,16.38,64.33
313,2090,47,292,Laayoune (EUN),Al Wahda,2024-04-09,13,2024-04-09,13,9.7,40.95
314,6354,224,221,Oujda (OUD),Lazaret,2024-09-19,0,2024-09-19,1,17.32,67.62
315,4163,120,251,Fes (FEZ),Ville Nouvelle,2024-07-21,0,2024-07-21,0,12.99,52.46
316,2523,218,211,Nador (NDR),Selouane,2024-01-23,20,2024-01-23,20,10.53,43.86
317,9213,258,20,Rabat-Salé (RBA),Salé Center,2024-04-15,10,2024-04-15,10,13.65,54.78
318,4726,5,138,Agadir (AGA),Talborjt,2024-02-21,10,2024-02-21,11,22.68,86.38
319,9937,35,141,Agadir (AGA),Ait Melloul,2024-06-05,0,2024-06-05,0,15.62,61.67
320,8093,78,215,Nador (NDR),Beni Ensar,2024-05-17,1,2024-05-17,2,29.83,111.4
321,9104,27,286,Marrakech (RAK),Palmeraie,2024-09-12,7,2024-09-12,8,17.06,66.71
322,8953,271,247,Tangier (TNG),Port Tanger Ville,2024-03-26,7,2024-03-26,7,19.18,74.13
323,6712,2,18,Rabat-Salé (RBA),Agdal,2024-06-03,22,2024-06-03,22,14.03,56.1
324,283,265,274,Casablanca (CMN),Anfa,2024-01-11,7,2024-01-11,7,33.24,123.34
325,376,240,266,Tangier (TNG),Malabata,2024-01-16,1,2024-01-16,1,14.66,58.31
326,8625,19,176,Casablanca (CMN),Anfa,2024-07-04,13,2024-07-04,14,34.9,129.15
327,2377,168,228,Dakhla (VIL),PK25,2024-09-21,7,2024-09-21,8,27.51,103.29
328,4231,26,171,Tangier (TNG),Cap Spartel,2024-09-09,10,2024-09-09,10,16.86,66.01
329,6406,33,275,Agadir (AGA),Ait Melloul,2024-08-25,4,2024-08-25,5,11.47,47.14
330,4516,283,254,Oujda (OUD),Al Qods,2024-07-10,12,2024-07-10,13,15.39,60.86
331,6443,239,132,Agadir (AGA),Inezgane,2024-05-15,21,2024-05-15,22,16.23,63.8
332,6288,103,165,Casablanca (CMN),Anfa,2024-07-19,4,2024-07-19,5,29.39,109.86
333,9511,52,148,Rabat-Salé (RBA),Salé Center,2024-04-05,20,2024-04-05,20,8.75,37.62
334,3206,199,240,Casablanca (CMN),Maarif,2024-02-17,21,2024-02-17,22,22.64,86.24
335,2258,76,92,Rabat-Salé (RBA),Hay Riad,2024-05-26,8,2024-05-26,8,16.2,63.7
336,9713,155,28,Casablanca (CMN),Mohammedia,2024-03-12,18,2024-03-12,19,30.42,113.47
337,847,2,18,Nador (NDR),Beni Ensar,2024-05-14,10,2024-05-14,10,31.54,117.39
338,5172,287,216,Tangier (TNG),Port Tanger Ville,2024-01-31,22,2024-01-31,23,15.12,59.92
339,5587,270,114,Laayoune (EUN),Al Wahda,2024-09-20,17,2024-09-20,18,7.59,33.56
340,7757,142,37,Dakhla (VIL),PK25,2024-09-29,13,2024-09-29,14,30.09,112.32
341,6711,203,114,Tangier (TNG),Malabata,2024-04-29,3,2024-04-29,3,13.26,53.41
342,2518,165,194,Casablanca (CMN),Mohammedia,2024-04-12,16,2024-04-12,17,29.21,109.24
343,7454,154,68,Casablanca (CMN),Bouskoura,2024-05-03,3,2024-05-03,3,20.15,77.52
344,4502,60,138,Fes (FEZ),Batha,2024-02-15,16,2024-02-15,16,15.19,60.16
345,3124,120,251,Oujda (OUD),Lazaret,2024-01-06,3,2024-01-06,4,12.55,50.92
346,5921,28,289,Rabat-Salé (RBA),Agdal,2024-08-22,13,2024-08-22,13,19.22,74.27
347,9780,29,226,Agadir (AGA),Inezgane,2024-04-06,22,2024-04-06,23,20.47,78.64
348,9726,132,221,Casablanca (CMN),Anfa,2024-04-05,1,2024-04-05,2,30.81,114.84
349,2339,244,293,Tangier (TNG),Gzenaya,2024-03-17,2,2024-03-17,2,8.77,37.7
350,6644,294,102,Fes (FEZ),Saiss district,2024-08-06,11,2024-08-06,11,6.38,29.33
351,980,247,138,Fes (FEZ),Batha,2024-01-01,6,2024-01-01,7,16.83,65.9
352,1092,211,111,Casablanca (CMN),Mohammedia,2024-09-26,15,2024-09-26,16,26.87,101.04
353,2375,245,129,Agadir (AGA),Inezgane,2024-06-19,18,2024-06-19,19,20.83,79.9
354,2596,125,79,Nador (NDR),Selouane,2024-08-14,16,2024-08-14,16,14.58,58.03
355,9989,156,106,Marrakech (RAK),Medina,2024-02-09,0,2024-02-09,0,5.42,25.97
356,4988,79,126,Marrakech (RAK),Gueliz,2024-02-15,20,2024-02-15,20,6.99,31.46
357,6981,126,256,Agadir (AGA),Inezgane,2024-03-31,6,2024-03-31,7,18.56,71.96
358,5424,129,283,Oujda (OUD),Lazaret,2024-05-06,7,2024-05-06,8,16.17,63.6
359,441,211,111,Fes (FEZ),Ville Nouvelle,2024-09-22,4,2024-09-22,4,15.27,60.44
360,243,55,145,Dakhla (VIL),PK25,2024-07-20,17,2024-07-20,18,28.41,106.44
361,8219,57,145,Rabat-Salé (RBA),Salé Center,2024-06-20,0,2024-06-20,0,14.39,57.36
362,8758,297,40,Rabat-Salé (RBA),Temara,2024-07-04,0,2024-07-04,0,23.9,90.65
363,5497,167,36,Agadir (AGA),Ait Melloul,2024-03-30,18,2024-03-30,19,11.2,46.2
364,6167,207,230,Laayoune (EUN),Al Wahda,2024-09-19,6,2024-09-19,7,10.05,42.18
365,7058,123,39,Marrakech (RAK),Gueliz,2024-05-27,4,2024-05-27,4,8.36,36.26
366,6560,24,37,Tangier (TNG),Cap Spartel,2024-02-29,10,2024-02-29,11,18.8,72.8
367,1096,146,44,Fes (FEZ),Saiss district,2024-04-16,7,2024-04-16,7,4.57,23.0
368,1150,256,108,Oujda (OUD),Al Qods,2024-09-04,14,2024-09-04,14,11.83,48.4
369,677,269,145,Oujda (OUD),Berkane,2024-06-19,11,2024-06-19,12,56.34,204.19
370,1181,194,68,Tangier (TNG),Port Tanger Ville,2024-09-05,14,2024-09-05,15,15.37,60.79
371,9794,21,9,Tangier (TNG),Port Tanger Ville,2024-06-25,19,2024-06-25,19,18.4,71.4
372,7671,268,229,Marrakech (RAK),Gueliz,2024-10-02,2,2024-10-02,3,6.18,28.63
373,9971,123,39,Agadir (AGA),Ait Melloul,2024-03-12,3,2024-03-12,3,15.69,61.92
374,6097,45,8,Agadir (AGA),Inezgane,2024-05-14,19,2024-05-14,20,20.67,79.34
375,2842,127,52,Laayoune (EUN),Foum El Oued,2024-03-19,7,2024-03-19,8,18.59,72.06
376,2653,228,91,Marrakech (RAK),Palmeraie,2024-02-16,5,2024-02-16,5,16.02,63.07
377,6879,223,177,Oujda (OUD),Lazaret,2024-08-16,14,2024-08-16,14,16.7,65.45
378,7940,27,286,Agadir (AGA),Taghazout,2024-06-26,1,2024-06-26,2,42.05,154.17
379,5498,282,121,Tangier (TNG),Port Tanger Ville,2024-08-01,15,2024-08-01,16,16.12,63.42
380,3598,48,180,Tangier (TNG),Gzenaya,2024-07-07,3,2024-07-07,3,8.2,35.7
381,825,27,286,Nador (NDR),Selouane,2024-09-12,15,2024-09-12,16,14.5,57.75
382,9736,84,294,Rabat-Salé (RBA),Hay Riad,2024-05-24,8,2024-05-24,9,16.52,64.82
383,8659,259,103,Casablanca (CMN),Maarif,2024-09-16,22,2024-09-16,23,29.19,109.16
384,302,12,84,Agadir (AGA),Inezgane,2024-08-16,20,2024-08-16,21,16.99,66.46
385,2276,80,274,Laayoune (EUN),Al Wahda,2024-04-02,8,2024-04-02,8,5.09,24.82
386,3143,183,82,Fes (FEZ),Saiss district,2024-08-22,7,2024-08-22,7,6.52,29.82
387,3232,49,129,Oujda (OUD),Lazaret,2024-04-16,2,2024-04-16,2,17.11,66.88
388,6026,235,233,Agadir (AGA),Ait Melloul,2024-03-13,4,2024-03-13,5,16.5,64.75
389,9782,39,274,Agadir (AGA),Taghazout,2024-06-28,22,2024-06-28,23,35.66,131.81
390,2247,191,123,Oujda (OUD),Al Qods,2024-02-27,21,2024-02-27,21,15.72,62.02
391,1316,44,184,Marrakech (RAK),Palmeraie,2024-02-28,18,2024-02-28,18,17.61,68.63
392,9742,36,236,Oujda (OUD),Lazaret,2024-08-08,4,2024-08-08,5,15.85,62.48
393,6378,161,288,Marrakech (RAK),Palmeraie,2024-06-01,4,2024-06-01,4,12.16,49.56
394,7077,152,204,Casablanca (CMN),Maarif,2024-07-08,10,2024-07-08,11,29.05,108.68
395,1551,275,82,Agadir (AGA),Ait Melloul,2024-09-13,7,2024-09-13,7,12.44,50.54
396,1769,103,165,Fes (FEZ),Saiss district,2024-07-18,11,2024-07-18,11,6.05,28.18
397,1717,172,238,Rabat-Salé (RBA),Agdal,2024-05-07,14,2024-05-07,14,19.41,74.94
398,7990,143,6,Marrakech (RAK),Gueliz,2024-07-04,9,2024-07-04,9,8.67,37.34
399,6441,46,95,Dakhla (VIL),Port Dakhla,2024-09-21,10,2024-09-21,10,5.01,24.54
400,2413,202,80,Dakhla (VIL),PK25,2024-01-01,7,2024-01-01,8,27.35,102.72
401,1963,108,252,Marrakech (RAK),Targa,2024-08-09,8,2024-08-09,8,9.29,39.52
402,7153,131,2,Laayoune (EUN),Foum El Oued,2024-06-15,21,2024-06-15,21,21.5,82.25
403,4598,230,256,Agadir (AGA),Taghazout,2024-03-10,2,2024-03-10,4,47.04,171.64
404,395,282,121,Fes (FEZ),Batha,2024-03-29,11,2024-03-29,11,16.6,65.1
405,6525,112,37,Fes (FEZ),Batha,2024-09-19,13,2024-09-19,14,17.36,67.76
406,9903,193,227,Oujda (OUD),Lazaret,2024-01-07,23,2024-01-07,23,15.52,61.32
407,6295,123,39,Casablanca (CMN),Anfa,2024-01-04,21,2024-01-04,21,35.18,130.13
408,4489,202,80,Rabat-Salé (RBA),Temara,2024-06-24,18,2024-06-24,19,25.89,97.62
409,2293,10,152,Agadir (AGA),Talborjt,2024-04-12,22,2024-04-12,23,24.11,91.38
410,9967,104,253,Oujda (OUD),Berkane,2024-07-12,8,2024-07-12,10,64.8,233.8
411,7709,91,195,Nador (NDR),Selouane,2024-08-09,22,2024-08-09,23,11.22,46.27
412,3603,106,296,Agadir (AGA),Ait Melloul,2024-05-29,12,2024-05-29,13,16.7,65.45
413,8092,95,240,Rabat-Salé (RBA),Hay Riad,2024-01-02,3,2024-01-02,4,10.06,42.21
414,2732,208,146,Marrakech (RAK),Medina,2024-05-14,10,2024-05-14,10,4.22,21.77
415,2628,266,255,Marrakech (RAK),Targa,2024-08-27,4,2024-08-27,4,11.9,48.65
416,708,133,271,Agadir (AGA),Talborjt,2024-07-16,18,2024-07-16,19,25.2,95.2
417,7413,41,228,Nador (NDR),Selouane,2024-02-11,1,2024-02-11,2,14.88,59.08
418,225,260,201,Marrakech (RAK),Palmeraie,2024-06-18,11,2024-06-18,11,17.71,68.98
419,5015,275,82,Agadir (AGA),Inezgane,2024-06-21,15,2024-06-21,16,16.89,66.12
420,2927,4,49,Oujda (OUD),Berkane,2024-02-06,14,2024-02-06,16,60.88,220.08
421,9608,251,132,Agadir (AGA),Ait Melloul,2024-07-28,6,2024-07-28,7,13.95,55.82
422,5299,212,168,Tangier (TNG),Gzenaya,2024-04-24,15,2024-04-24,16,8.88,38.08
423,2990,266,255,Fes (FEZ),Saiss district,2024-01-01,8,2024-01-01,8,4.56,22.96
424,5201,278,152,Nador (NDR),Selouane,2024-03-20,21,2024-03-20,22,14.99,59.46
425,3364,152,204,Fes (FEZ),Saiss district,2024-02-18,10,2024-02-18,10,3.06,17.71
426,4569,160,81,Marrakech (RAK),Medina,2024-09-03,13,2024-09-03,13,7.74,34.09
427,2912,205,69,Dakhla (VIL),Port Dakhla,2024-09-13,19,2024-09-13,19,6.08,28.28
428,6375,136,262,Laayoune (EUN),Foum El Oued,2024-05-31,11,2024-05-31,12,20.6,79.1
429,7514,218,211,Marrakech (RAK),Palmeraie,2024-08-13,7,2024-08-13,8,17.01,66.54
430,7859,257,148,Marrakech (RAK),Palmeraie,2024-06-12,23,2024-06-12,23,16.54,64.89
431,5618,220,97,Agadir (AGA),Taghazout,2024-03-08,20,2024-03-08,21,41.71,152.99
432,837,268,229,Tangier (TNG),Gzenaya,2024-07-04,18,2024-07-04,18,11.7,47.95
433,5602,177,95,Laayoune (EUN),Foum El Oued,2024-01-17,15,2024-01-17,15,20.53,78.86
434,5593,156,106,Agadir (AGA),Inezgane,2024-09-12,8,2024-09-12,8,21.8,83.3
435,5921,254,235,Oujda (OUD),Berkane,2024-01-22,12,2024-01-22,14,62.11,224.38
436,23,129,283,Casablanca (CMN),Bouskoura,2024-09-20,9,2024-09-20,10,22.96,87.36
437,8386,20,293,Marrakech (RAK),Medina,2024-08-29,18,2024-08-29,19,5.52,26.32
438,7938,282,121,Agadir (AGA),Talborjt,2024-02-26,14,2024-02-26,15,20.95,80.32
439,162,148,72,Tangier (TNG),Malabata,2024-05-09,22,2024-05-09,22,16.9,66.15
440,8140,93,106,Agadir (AGA),Taghazout,2024-07-05,0,2024-07-05,2,46.98,171.43
441,2862,116,45,Oujda (OUD),Lazaret,2024-08-24,20,2024-08-24,21,16.37,64.3
442,7490,142,37,Tangier (TNG),Malabata,2024-02-28,10,2024-02-28,10,16.48,64.68
443,272,22,48,Fes (FEZ),Saiss district,2024-09-05,3,2024-09-05,3,5.07,24.74
444,1747,168,228,Nador (NDR),Selouane,2024-09-23,14,2024-09-23,14,14.46,57.61
445,7098,94,98,Marrakech (RAK),Medina,2024-01-10,4,2024-01-10,5,6.31,29.08
446,6522,48,180,Agadir (AGA),Ait Melloul,2024-05-05,2,2024-05-05,3,16.59,65.06
447,2740,196,235,Dakhla (VIL),Port Dakhla,2024-09-27,21,2024-09-27,21,5.76,27.16
448,9740,67,201,Dakhla (VIL),Port Dakhla,2024-07-17,17,2024-07-17,17,9.93,41.76
449,3818,283,254,Tangier (TNG),Gzenaya,2024-01-08,1,2024-01-08,2,7.33,32.66
450,9164,218,211,Nador (NDR),Selouane,2024-09-05,12,2024-09-05,12,14.78,58.73
451,1850,89,172,Dakhla (VIL),Port Dakhla,2024-06-20,1,2024-06-20,1,8.45,36.57
452,7501,6,45,Marrakech (RAK),Targa,2024-06-20,6,2024-06-20,6,11.09,45.82
453,7007,187,265,Agadir (AGA),Talborjt,2024-01-27,4,2024-01-27,5,27.85,104.48
454,369,14,169,Fes (FEZ),Saiss district,2024-08-08,5,2024-08-08,5,3.44,19.04
455,5647,127,52,Marrakech (RAK),Medina,2024-08-28,8,2024-08-28,8,4.27,21.94
456,674,282,121,Agadir (AGA),Ait Melloul,2024-03-27,19,2024-03-27,20,16.31,64.08
457,955,104,253,Nador (NDR),Selouane,2024-10-02,11,2024-10-02,12,11.88,48.58
458,1654,116,45,Marrakech (RAK),Medina,2024-02-24,18,2024-02-24,18,7.09,31.82
459,5245,33,275,Marrakech (RAK),Targa,2024-06-25,0,2024-06-25,0,10.42,43.47
460,4185,187,265,Casablanca (CMN),Mohammedia,2024-03-22,20,2024-03-22,21,29.27,109.44
461,1063,203,114,Rabat-Salé (RBA),Salé Center,2024-02-17,18,2024-02-17,18,10.41,43.44
462,1693,282,121,Marrakech (RAK),Palmeraie,2024-02-15,6,2024-02-15,7,15.27,60.44
463,2303,240,266,Marrakech (RAK),Gueliz,2024-02-18,12,2024-02-18,12,7.46,33.11
464,7692,35,141,Laayoune (EUN),Al Wahda,2024-09-15,6,2024-09-15,6,10.81,44.84
465,9094,208,146,Agadir (AGA),Talborjt,2024-07-18,0,2024-07-18,1,27.41,102.94
466,6255,35,141,Laayoune (EUN),Al Wahda,2024-08-28,7,2024-08-28,7,9.55,40.43
467,5480,248,20,Agadir (AGA),Taghazout,2024-05-24,2,2024-05-24,3,41.12,150.92
468,1735,56,224,Tangier (TNG),Gzenaya,2024-03-10,16,2024-03-10,16,6.02,28.07
469,5880,81,166,Oujda (OUD),Lazaret,2024-05-07,14,2024-05-07,14,14.17,56.6
470,3063,43,175,Tangier (TNG),Cap Spartel,2024-02-26,19,2024-02-26,20,17.38,67.83
471,8234,242,248,Fes (FEZ),Saiss district,2024-06-11,4,2024-06-11,4,3.55,19.42
472,3565,117,33,Nador (NDR),Beni Ensar,2024-09-12,15,2024-09-12,15,26.07,98.24
473,7287,279,38,Laayoune (EUN),Foum El Oued,2024-02-19,22,2024-02-19,22,22.12,84.42
474,3839,160,81,Fes (FEZ),Saiss district,2024-07-22,22,2024-07-22,22,5.3,25.55
475,5217,8,16,Agadir (AGA),Talborjt,2024-07-27,21,2024-07-27,21,26.45,99.58
476,2253,38,98,Marrakech (RAK),Gueliz,2024-08-14,12,2024-08-14,12,8.5,36.75
477,9765,53,89,Agadir (AGA),Talborjt,2024-04-23,4,2024-04-23,4,26.82,100.87
478,1700,2,18,Dakhla (VIL),PK25,2024-01-03,12,2024-01-03,13,28.26,105.91
479,6991,123,39,Rabat-Salé (RBA),Agdal,2024-04-06,12,2024-04-06,12,17.47,68.14
480,4718,196,235,Agadir (AGA),Taghazout,2024-06-12,0,2024-06-12,1,45.26,165.41
481,5537,22,48,Rabat-Salé (RBA),Temara,2024-08-16,23,2024-08-17,0,29.1,108.85
482,8167,213,222,Oujda (OUD),Lazaret,2024-02-24,23,2024-02-24,23,12.25,49.88
483,6107,282,121,Fes (FEZ),Saiss district,2024-04-27,1,2024-04-27,1,6.7,30.45
484,2350,150,229,Oujda (OUD),Lazaret,2024-09-30,4,2024-09-30,4,15.28,60.48
485,5534,148,72,Marrakech (RAK),Medina,2024-02-26,10,2024-02-26,10,5.61,26.64
486,7111,90,9,Dakhla (VIL),Port Dakhla,2024-02-16,15,2024-02-16,15,10.0,42.0
487,9421,178,91,Marrakech (RAK),Targa,2024-06-06,10,2024-06-06,11,13.61,54.64
488,5896,278,152,Rabat-Salé (RBA),Hay Riad,2024-04-18,8,2024-04-18,8,14.31,57.08
489,5342,146,44,Tangier (TNG),Gzenaya,2024-07-14,13,2024-07-14,13,8.6,37.1
490,8607,261,42,Oujda (OUD),Al Qods,2024-05-15,11,2024-05-15,11,11.99,48.96
491,8837,102,58,Casablanca (CMN),Maarif,2024-02-21,19,2024-02-21,20,21.15,81.02
492,6147,66,289,Oujda (OUD),Al Qods,2024-04-16,23,2024-04-17,0,14.74,58.59
493,7807,264,63,Agadir (AGA),Inezgane,2024-10-03,0,2024-10-03,1,18.97,73.4
494,4861,243,82,Agadir (AGA),Inezgane,2024-02-22,5,2024-02-22,5,18.31,71.08
495,4216,144,40,Rabat-Salé (RBA),Hay Riad,2024-02-11,5,2024-02-11,5,16.54,64.89
496,3242,56,224,Oujda (OUD),Berkane,2024-02-03,20,2024-02-03,21,58.4,211.4
497,3946,100,157,Laayoune (EUN),Foum El Oued,2024-01-10,9,2024-01-10,9,18.6,72.1
498,7474,143,6,Oujda (OUD),Berkane,2024-01-13,7,2024-01-13,9,56.38,204.33
499,9432,230,256,Nador (NDR),Beni Ensar,2024-05-01,4,2024-05-01,4,27.14,101.99
500,8569,158,91,Casablanca (CMN),Bouskoura,2024-02-16,10,2024-02-16,11,15.6,61.6
501,3583,37,232,Rabat-Salé (RBA),Agdal,2024-07-12,17,2024-07-12,18,13.2,53.2
502,7357,270,114,Rabat-Salé (RBA),Agdal,2024-03-14,17,2024-03-14,17,19.79,76.26
503,2350,205,69,Marrakech (RAK),Gueliz,2024-02-06,7,2024-02-06,7,6.17,28.6
504,1667,156,106,Rabat-Salé (RBA),Hay Riad,2024-03-14,6,2024-03-14,6,13.63,54.71
505,4870,291,241,Oujda (OUD),Lazaret,2024-09-30,13,2024-09-30,14,13.5,54.25
506,3821,40,48,Laayoune (EUN),Foum El Oued,2024-06-08,17,2024-06-08,18,19.23,74.31
507,2881,283,254,Laayoune (EUN),Foum El Oued,2024-07-03,12,2024-07-03,13,20.28,77.98
508,6765,25,226,Casablanca (CMN),Bouskoura,2024-09-24,13,2024-09-24,14,21.14,80.99
509,7998,255,51,Oujda (OUD),Lazaret,2024-02-17,11,2024-02-17,11,15.01,59.54
510,1491,135,279,Oujda (OUD),Lazaret,2024-04-08,15,2024-04-08,15,13.48,54.18
511,449,273,30,Agadir (AGA),Taghazout,2024-08-26,9,2024-08-26,9,35.35,130.73
512,2740,106,296,Tangier (TNG),Port Tanger Ville,2024-07-03,22,2024-07-03,22,17.27,67.44
513,786,279,38,Agadir (AGA),Ait Melloul,2024-03-17,2,2024-03-17,2,16.26,63.91
514,3705,117,33,Laayoune (EUN),Foum El Oued,2024-01-18,5,2024-01-18,6,20.4,78.4
515,6240,58,210,Agadir (AGA),Talborjt,2024-02-14,7,2024-02-14,8,22.99,87.46
516,918,234,255,Agadir (AGA),Inezgane,2024-01-31,23,2024-02-01,0,18.16,70.56
517,3624,167,36,Casablanca (CMN),Bouskoura,2024-03-03,15,2024-03-03,16,18.03,70.1
518,7522,252,93,Agadir (AGA),Ait Melloul,2024-01-27,15,2024-01-27,15,16.21,63.74
519,6276,148,72,Oujda (OUD),Al Qods,2024-05-15,22,2024-05-15,22,10.48,43.68
520,6146,59,217,Nador (NDR),Selouane,2024-07-11,2,2024-07-11,2,12.13,49.46
521,6536,164,21,Casablanca (CMN),Anfa,2024-08-03,11,2024-08-03,11,31.43,117.0
522,9568,110,261,Casablanca (CMN),Anfa,2024-08-02,16,2024-08-02,17,33.23,123.3
523,7619,265,274,Casablanca (CMN),Maarif,2024-01-30,0,2024-01-30,1,27.38,102.83
524,3999,53,89,Oujda (OUD),Lazaret,2024-01-11,19,2024-01-11,19,13.19,53.16
525,1,261,42,Oujda (OUD),Al Qods,2024-02-20,16,2024-02-20,16,15.14,59.99
526,9496,244,293,Dakhla (VIL),Port Dakhla,2024-04-05,11,2024-04-05,12,6.58,30.03
527,4394,76,92,Marrakech (RAK),Gueliz,2024-07-24,15,2024-07-24,15,6.92,31.22
528,3108,113,37,Oujda (OUD),Berkane,2024-02-24,11,2024-02-24,13,63.94,230.79
529,1845,236,199,Marrakech (RAK),Targa,2024-05-11,9,2024-05-11,9,9.85,41.48
530,1250,219,101,Rabat-Salé (RBA),Agdal,2024-02-25,22,2024-02-25,22,13.54,54.39
531,9346,182,151,Agadir (AGA),Ait Melloul,2024-07-31,22,2024-07-31,23,17.58,68.53
532,9941,13,23,Rabat-Salé (RBA),Temara,2024-04-14,1,2024-04-14,2,28.89,108.12
533,4578,207,230,Oujda (OUD),Berkane,2024-02-27,12,2024-02-27,13,59.76,216.16
534,6674,112,37,Marrakech (RAK),Palmeraie,2024-03-25,3,2024-03-25,3,12.86,52.01
535,523,130,127,Tangier (TNG),Gzenaya,2024-06-20,1,2024-06-20,1,10.84,44.94
536,1463,291,241,Nador (NDR),Beni Ensar,2024-01-20,10,2024-01-20,11,31.95,118.82
537,1994,186,188,Marrakech (RAK),Gueliz,2024-07-05,7,2024-07-05,7,7.37,32.8
538,6183,156,106,Marrakech (RAK),Targa,2024-04-03,12,2024-04-03,12,11.29,46.52
539,8500,201,100,Rabat-Salé (RBA),Salé Center,2024-07-05,4,2024-07-05,4,11.42,46.97
540,6936,98,89,Oujda (OUD),Al Qods,2024-07-26,23,2024-07-26,23,11.55,47.42
541,9687,74,102,Fes (FEZ),Saiss district,2024-08-06,17,2024-08-06,17,6.35,29.22
542,6395,193,227,Oujda (OUD),Berkane,2024-02-12,18,2024-02-12,19,55.57,201.5
543,2326,12,84,Oujda (OUD),Al Qods,2024-08-19,21,2024-08-19,21,15.65,61.78
544,4205,236,199,Agadir (AGA),Ait Melloul,2024-02-25,5,2024-02-25,5,16.38,64.33
545,554,48,180,Laayoune (EUN),Foum El Oued,2024-04-24,7,2024-04-24,7,21.04,80.64
546,5252,178,91,Casablanca (CMN),Mohammedia,2024-06-12,14,2024-06-12,14,31.74,118.09
547,1838,205,69,Tangier (TNG),Cap Spartel,2024-07-04,4,2024-07-04,5,16.79,65.76
